outlet,name,schedule,fc,ph,chlorine,chlorine_unit,acid,acid_unit
BK,BK,weekend,1.0,7.6,1.2,kg,250.0,ml
BK,BK,weekend,1.0,7.8,1.2,kg,250.0,ml
BK,BK,weekend,1.0,8.0,1.2,kg,1.0,l
BK,BK,weekend,1.5,7.2,900.0,g,200.0,ml
BK,BK,weekend,1.5,7.4,900.0,g,200.0,ml
BK,BK,weekend,1.5,7.6,900.0,g,250.0,ml
BK,BK,weekend,1.5,7.8,900.0,g,500.0,ml
BK,BK,weekend,1.5,8.0,900.0,g,1.0,l
BK,BK,weekend,2.0,7.2,800.0,g,200.0,ml
BK,BK,weekend,2.0,7.4,800.0,g,200.0,ml
BK,BK,weekend,2.0,7.6,800.0,g,250.0,ml
BK,BK,weekend,2.0,7.8,800.0,g,500.0,ml
BK,BK,weekend,2.0,8.0,800.0,g,1.0,l
BK,BK,weekend,2.5,7.2,600.0,g,200.0,ml
BK,BK,weekend,2.5,7.4,600.0,g,200.0,ml
BK,BK,weekend,2.5,7.6,600.0,g,250.0,ml
BK,BK,weekend,2.5,7.8,600.0,g,500.0,ml
BK,BK,weekend,2.5,8.0,600.0,g,1.0,l
BK,BK,weekend,3.0,7.2,0.0,g,0.0,ml
BK,BK,weekend,3.0,7.4,0.0,g,0.0,ml
BK,BK,weekend,3.0,7.6,0.0,g,250.0,ml
BK,BK,weekend,3.0,7.8,0.0,g,500.0,ml
BK,BK,weekend,3.0,8.0,0.0,g,1.0,l
BK,BK,weekend,3.5,7.2,0.0,g,0.0,ml
BK,BK,weekend,3.5,7.4,0.0,g,0.0,ml
BK,BK,weekend,3.5,7.6,0.0,g,250.0,ml
BK,BK,weekend,3.5,7.8,0.0,g,500.0,ml
BK,BK,weekend,3.5,8.0,0.0,g,1.0,l
BK,BK,weekend,4.0,7.2,0.0,g,0.0,ml
BK,BK,weekend,4.0,7.4,0.0,g,0.0,ml
BK,BK,weekend,4.0,7.6,0.0,g,250.0,ml
BK,BK,weekend,4.0,7.8,0.0,g,500.0,ml
BK,BK,weekend,4.0,8.0,0.0,g,1.0,l
HB,HB,weekday,-2.0,7.2,3.0,kg,1.0,l
HB,HB,weekday,-2.0,7.4,3.0,kg,1.5,l
HB,HB,weekday,-2.0,7.6,3.0,kg,2.0,l
HB,HB,weekday,-2.0,7.8,3.0,kg,3.0,l
HB,HB,weekday,-2.0,8.0,3.0,kg,4.0,l
HB,HB,weekday,-1.5,7.2,3.0,kg,1.0,l
HB,HB,weekday,-1.5,7.4,3.0,kg,1.5,l
HB,HB,weekday,-1.5,7.6,3.0,kg,2.0,l
HB,HB,weekday,-1.5,7.8,3.0,kg,3.0,l
HB,HB,weekday,-1.5,8.0,3.0,kg,4.0,l
HB,HB,weekday,-1.0,7.2,3.0,kg,1.0,l
HB,HB,weekday,-1.0,7.4,3.0,kg,1.5,l
HB,HB,weekday,-1.0,7.6,3.0,kg,2.0,l
HB,HB,weekday,-1.0,7.8,3.0,kg,3.0,l
HB,HB,weekday,-1.0,8.0,3.0,kg,4.0,l
HB,HB,weekday,-0.5,7.2,2.5,kg,1.0,l
HB,HB,weekday,-0.5,7.4,2.5,kg,1.5,l
HB,HB,weekday,-0.5,7.6,2.5,kg,2.0,l
HB,HB,weekday,-0.5,7.8,2.5,kg,3.0,l
HB,HB,weekday,-0.5,8.0,2.5,kg,4.0,l
HB,HB,weekday,0.0,7.2,2.3,kg,1.0,l
HB,HB,weekday,0.0,7.4,2.3,kg,2.0,l
HB,HB,weekday,0.0,7.6,2.3,kg,3.0,l
HB,HB,weekday,0.0,7.8,2.3,kg,3.5,l
HB,HB,weekday,0.0,8.0,2.3,kg,5.0,l
HB,HB,weekday,0.5,7.2,2.3,kg,1.0,l
HB,HB,weekday,0.5,7.4,2.3,kg,2.0,l
HB,HB,weekday,0.5,7.6,2.3,kg,3.0,l
HB,HB,weekday,0.5,7.8,2.3,kg,3.5,l
HB,HB,weekday,0.5,8.0,2.3,kg,5.0,l
HB,HB,weekday,1.0,7.2,1.8,kg,1.0,l
HB,HB,weekday,1.0,7.4,1.8,kg,2.0,l
HB,HB,weekday,1.0,7.6,1.8,kg,3.0,l
HB,HB,weekday,1.0,7.8,1.8,kg,3.5,l
HB,HB,weekday,1.0,8.0,1.8,kg,4.0,l
HB,HB,weekday,1.5,7.2,1.3,kg,1.0,l
HB,HB,weekday,1.5,7.4,1.3,kg,1.5,l
HB,HB,weekday,1.5,7.6,1.3,kg,2.0,l
HB,HB,weekday,1.5,7.8,1.3,kg,3.0,l
HB,HB,weekday,1.5,8.0,1.3,kg,4.0,l
HB,HB,weekday,2.0,7.2,1.2,kg,1.0,l
HB,HB,weekday,2.0,7.4,1.2,kg,1.5,l
HB,HB,weekday,2.0,7.6,1.2,kg,2.0,l
HB,HB,weekday,2.0,7.8,1.2,kg,3.0,l
HB,HB,weekday,2.0,8.0,1.2,kg,4.0,l
HB,HB,weekday,2.5,7.2,800.0,g,1.0,l
HB,HB,weekday,2.5,7.4,800.0,g,1.5,l
HB,HB,weekday,2.5,7.6,800.0,g,2.0,l
HB,HB,weekday,2.5,7.8,800.0,g,3.0,l
HB,HB,weekday,2.5,8.0,800.0,g,4.0,l
HB,HB,weekday,2.5,7.2,800.0,g,1.0,l
HB,HB,weekday,2.5,7.4,800.0,g,1.5,l
HB,HB,weekday,2.5,7.6,800.0,g,2.0,l
HB,HB,weekday,2.5,7.8,800.0,g,3.0,l
HB,HB,weekday,2.5,8.0,800.0,g,4.0,l
HB,HB,weekday,3.0,7.2,0.0,g,0.0,ml
HB,HB,weekday,3.0,7.4,0.0,g,0.0,ml
HB,HB,weekday,3.0,7.6,0.0,g,0.0,ml
HB,HB,weekday,3.0,7.8,0.0,g,0.0,ml
HB,HB,weekday,3.0,8.0,0.0,g,1.0,l
HB,HB,weekend,-2.0,7.2,3.0,kg,1.0,l
HB,HB,weekend,-2.0,7.4,3.0,kg,1.5,l
HB,HB,weekend,-2.0,7.6,3.0,kg,2.0,l
HB,HB,weekend,-2.0,7.8,3.0,kg,3.0,l
HB,HB,weekend,-2.0,8.0,3.0,kg,4.0,l
HB,HB,weekend,-1.5,7.2,3.0,kg,1.0,l
HB,HB,weekend,-1.5,7.4,3.0,kg,1.5,l
HB,HB,weekend,-1.5,7.6,3.0,kg,2.0,l
HB,HB,weekend,-1.5,7.8,3.0,kg,3.0,l
HB,HB,weekend,-1.5,8.0,3.0,kg,4.0,l
HB,HB,weekend,-1.0,7.2,3.0,kg,1.0,l
HB,HB,weekend,-1.0,7.4,3.0,kg,1.5,l
HB,HB,weekend,-1.0,7.6,3.0,kg,2.0,l
HB,HB,weekend,-1.0,7.8,3.0,kg,3.0,l
HB,HB,weekend,-1.0,8.0,3.0,kg,4.0,l
HB,HB,weekend,-0.5,7.2,2.5,kg,1.0,l
HB,HB,weekend,-0.5,7.4,2.5,kg,1.5,l
HB,HB,weekend,-0.5,7.6,2.5,kg,2.0,l
HB,HB,weekend,-0.5,7.8,2.5,kg,3.0,l
HB,HB,weekend,-0.5,8.0,2.5,kg,4.0,l
HB,HB,weekend,0.0,7.2,2.5,kg,1.0,l
HB,HB,weekend,0.0,7.4,2.5,kg,2.0,l
HB,HB,weekend,0.0,7.6,2.5,kg,3.0,l
HB,HB,weekend,0.0,7.8,2.5,kg,3.5,l
HB,HB,weekend,0.0,8.0,2.5,kg,5.0,l
HB,HB,weekend,0.5,7.2,2.5,kg,1.0,l
HB,HB,weekend,0.5,7.4,2.5,kg,2.0,l
HB,HB,weekend,0.5,7.6,2.5,kg,3.0,l
HB,HB,weekend,0.5,7.8,2.5,kg,3.5,l
HB,HB,weekend,0.5,8.0,2.5,kg,5.0,l
HB,HB,weekend,1.0,7.2,2.3,kg,1.0,l
HB,HB,weekend,1.0,7.4,2.3,kg,2.0,l
HB,HB,weekend,1.0,7.6,2.3,kg,3.0,l
HB,HB,weekend,1.0,7.8,2.3,kg,3.5,l
HB,HB,weekend,1.0,8.0,2.3,kg,4.0,l
HB,HB,weekend,1.5,7.2,1.5,kg,1.0,l
HB,HB,weekend,1.5,7.4,1.5,kg,1.5,l
HB,HB,weekend,1.5,7.6,1.5,kg,2.0,l
HB,HB,weekend,1.5,7.8,1.5,kg,3.0,l
HB,HB,weekend,1.5,8.0,1.5,kg,4.0,l
HB,HB,weekend,2.0,7.2,1.2,kg,1.0,l
HB,HB,weekend,2.0,7.4,1.2,kg,1.5,l
HB,HB,weekend,2.0,7.6,1.2,kg,2.0,l
HB,HB,weekend,2.0,7.8,1.2,kg,3.0,l
HB,HB,weekend,2.0,8.0,1.2,kg,4.0,l
HB,HB,weekend,2.5,7.2,800.0,g,1.0,l
HB,HB,weekend,2.5,7.4,800.0,g,1.5,l
HB,HB,weekend,2.5,7.6,800.0,g,2.0,l
HB,HB,weekend,2.5,7.8,800.0,g,3.0,l
HB,HB,weekend,2.5,8.0,800.0,g,4.0,l
HB,HB,weekend,3.0,7.2,800.0,g,1.0,l
HB,HB,weekend,3.0,7.4,800.0,g,1.5,l
HB,HB,weekend,3.0,7.6,800.0,g,2.0,l
HB,HB,weekend,3.0,7.8,800.0,g,3.0,l
HB,HB,weekend,3.0,8.0,800.0,g,4.0,l
HB,HB,weekend,3.5,7.2,0.0,g,0.0,ml
HB,HB,weekend,3.5,7.4,0.0,g,1.0,l
HB,HB,weekend,3.5,7.6,0.0,g,2.0,l
HB,HB,weekend,3.5,7.8,0.0,g,3.0,l
HB,HB,weekend,3.5,8.0,0.0,g,4.0,l
HB,HB,weekend,4.0,7.2,0.0,g,0.0,ml
HB,HB,weekend,4.0,7.4,0.0,g,1.0,l
HB,HB,weekend,4.0,7.6,0.0,g,2.0,l
HB,HB,weekend,4.0,7.8,0.0,g,3.0,l
HB,HB,weekend,4.0,8.0,0.0,g,4.0,l
CC,CC,weekday,-2.0,7.2,1.3,kg,0.0,ml
CC,CC,weekday,-2.0,7.4,1.3,kg,500.0,ml
CC,CC,weekday,-2.0,7.6,1.3,kg,500.0,ml
CC,CC,weekday,-2.0,7.8,1.3,kg,1.5,l
CC,CC,weekday,-2.0,8.0,1.3,kg,2.0,l
CC,CC,weekday,-1.5,7.2,1.3,kg,0.0,ml
CC,CC,weekday,-1.5,7.4,1.3,kg,500.0,ml
CC,CC,weekday,-1.5,7.6,1.3,kg,500.0,ml
CC,CC,weekday,-1.5,7.8,1.3,kg,1.5,l
CC,CC,weekday,-1.5,8.0,1.3,kg,2.0,l
CC,CC,weekday,-1.0,7.2,1.3,kg,0.0,ml
CC,CC,weekday,-1.0,7.4,1.3,kg,500.0,ml
CC,CC,weekday,-1.0,7.6,1.3,kg,500.0,ml
CC,CC,weekday,-1.0,7.8,1.3,kg,1.5,l
CC,CC,weekday,-1.0,8.0,1.3,kg,2.0,l
CC,CC,weekday,-0.5,7.2,1.3,kg,0.0,ml
CC,CC,weekday,-0.5,7.4,1.3,kg,500.0,ml
CC,CC,weekday,-0.5,7.6,1.3,kg,500.0,ml
CC,CC,weekday,-0.5,7.8,1.3,kg,1.5,l
CC,CC,weekday,-0.5,8.0,1.3,kg,2.0,l
CC,CC,weekday,0.0,7.2,1.3,kg,0.0,ml
CC,CC,weekday,0.0,7.4,1.3,kg,500.0,ml
CC,CC,weekday,0.0,7.6,1.3,kg,500.0,ml
CC,CC,weekday,0.0,7.8,1.3,kg,1.5,l
CC,CC,weekday,0.0,8.0,1.3,kg,2.0,l
CC,CC,weekday,0.5,7.2,1.3,kg,0.0,ml
CC,CC,weekday,0.5,7.4,1.3,kg,500.0,ml
CC,CC,weekday,0.5,7.6,1.3,kg,500.0,ml
CC,CC,weekday,0.5,7.8,1.3,kg,1.5,l
CC,CC,weekday,0.5,8.0,1.3,kg,2.0,l
CC,CC,weekday,1.0,7.2,800.0,g,0.0,ml
CC,CC,weekday,1.0,7.4,800.0,g,500.0,ml
CC,CC,weekday,1.0,7.6,800.0,g,500.0,ml
CC,CC,weekday,1.0,7.8,800.0,g,1.5,l
CC,CC,weekday,1.0,8.0,800.0,g,2.0,l
CC,CC,weekday,1.5,7.2,800.0,g,0.0,ml
CC,CC,weekday,1.5,7.4,800.0,g,500.0,ml
CC,CC,weekday,1.5,7.6,800.0,g,500.0,ml
CC,CC,weekday,1.5,7.8,800.0,g,1.5,l
CC,CC,weekday,1.5,8.0,800.0,g,2.0,l
CC,CC,weekday,2.0,7.2,800.0,g,0.0,ml
CC,CC,weekday,2.0,7.4,800.0,g,500.0,ml
CC,CC,weekday,2.0,7.6,800.0,g,500.0,ml
CC,CC,weekday,2.0,7.8,800.0,g,1.5,l
CC,CC,weekday,2.0,8.0,800.0,g,2.0,l
CC,CC,weekday,2.5,7.2,600.0,g,0.0,ml
CC,CC,weekday,2.5,7.4,600.0,g,0.0,ml
CC,CC,weekday,2.5,7.6,600.0,g,500.0,ml
CC,CC,weekday,2.5,7.8,600.0,g,1.5,l
CC,CC,weekday,2.5,8.0,600.0,g,2.0,l
CC,CC,weekday,3.0,7.2,0.0,g,0.0,ml
CC,CC,weekday,3.0,7.4,0.0,g,0.0,ml
CC,CC,weekday,3.0,7.6,0.0,g,0.0,ml
CC,CC,weekday,3.0,7.8,0.0,g,1.0,l
CC,CC,weekday,3.0,8.0,0.0,g,1.0,l
CC,CC,weekend,-2.0,7.2,1.5,kg,0.0,ml
CC,CC,weekend,-2.0,7.4,1.5,kg,1.0,l
CC,CC,weekend,-2.0,7.6,1.5,kg,1.5,l
CC,CC,weekend,-2.0,7.8,1.5,kg,1.5,l
CC,CC,weekend,-2.0,8.0,1.5,kg,2.0,l
CC,CC,weekend,-1.5,7.2,1.5,kg,0.0,ml
CC,CC,weekend,-1.5,7.4,1.5,kg,1.0,l
CC,CC,weekend,-1.5,7.6,1.5,kg,1.5,l
CC,CC,weekend,-1.5,7.8,1.5,kg,1.5,l
CC,CC,weekend,-1.5,8.0,1.5,kg,2.0,l
CC,CC,weekend,-1.0,7.2,1.5,kg,0.0,ml
CC,CC,weekend,-1.0,7.4,1.5,kg,1.0,l
CC,CC,weekend,-1.0,7.6,1.5,kg,1.5,l
CC,CC,weekend,-1.0,7.8,1.5,kg,1.5,l
CC,CC,weekend,-1.0,8.0,1.5,kg,2.0,l
CC,CC,weekend,-0.5,7.2,1.5,kg,0.0,ml
CC,CC,weekend,-0.5,7.4,1.5,kg,1.0,l
CC,CC,weekend,-0.5,7.6,1.5,kg,1.5,l
CC,CC,weekend,-0.5,7.8,1.5,kg,1.5,l
CC,CC,weekend,-0.5,8.0,1.5,kg,2.0,l
CC,CC,weekend,0.0,7.2,1.5,kg,0.0,ml
CC,CC,weekend,0.0,7.4,1.5,kg,1.0,l
CC,CC,weekend,0.0,7.6,1.5,kg,1.5,l
CC,CC,weekend,0.0,7.8,1.5,kg,1.5,l
CC,CC,weekend,0.0,8.0,1.5,kg,2.0,l
CC,CC,weekend,0.5,7.2,1.5,kg,0.0,ml
CC,CC,weekend,0.5,7.4,1.5,kg,1.0,l
CC,CC,weekend,0.5,7.6,1.5,kg,1.5,l
CC,CC,weekend,0.5,7.8,1.5,kg,1.5,l
CC,CC,weekend,0.5,8.0,1.5,kg,2.0,l
CC,CC,weekend,1.0,7.2,1.0,kg,0.0,ml
CC,CC,weekend,1.0,7.4,1.0,kg,1.0,l
CC,CC,weekend,1.0,7.6,1.0,kg,1.0,l
CC,CC,weekend,1.0,7.8,1.0,kg,1.5,l
CC,CC,weekend,1.0,8.0,1.0,kg,2.0,l
CC,CC,weekend,1.5,7.2,1.0,kg,0.0,ml
CC,CC,weekend,1.5,7.4,1.0,kg,1.0,l
CC,CC,weekend,1.5,7.6,1.0,kg,1.0,l
CC,CC,weekend,1.5,7.8,1.0,kg,1.5,l
CC,CC,weekend,1.5,8.0,1.0,kg,2.0,l
CC,CC,weekend,2.0,7.2,800.0,g,0.0,ml
CC,CC,weekend,2.0,7.4,800.0,g,500.0,ml
CC,CC,weekend,2.0,7.6,800.0,g,1.0,l
CC,CC,weekend,2.0,7.8,800.0,g,1.5,l
CC,CC,weekend,2.0,8.0,800.0,g,2.0,l
CC,CC,weekend,2.5,7.2,800.0,g,0.0,ml
CC,CC,weekend,2.5,7.4,800.0,g,500.0,ml
CC,CC,weekend,2.5,7.6,800.0,g,1.0,l
CC,CC,weekend,2.5,7.8,800.0,g,1.5,l
CC,CC,weekend,2.5,8.0,800.0,g,2.0,l
CC,CC,weekend,3.0,7.2,600.0,g,0.0,ml
CC,CC,weekend,3.0,7.4,600.0,g,500.0,ml
CC,CC,weekend,3.0,7.6,600.0,g,1.0,l
CC,CC,weekend,3.0,7.8,600.0,g,1.5,l
CC,CC,weekend,3.0,8.0,600.0,g,2.0,l
CC,CC,weekend,3.5,7.2,0.0,g,0.0,ml
CC,CC,weekend,3.5,7.6,0.0,g,1.0,l
CC,CC,weekend,3.5,7.8,0.0,g,1.5,l
CC,CC,weekend,3.5,8.0,0.0,g,2.0,l
CC,CC,weekend,4.0,7.2,0.0,g,0.0,ml
CC,CC,weekend,4.0,7.4,0.0,g,500.0,ml
CC,CC,weekend,4.0,7.6,0.0,g,1.0,l
CC,CC,weekend,4.0,7.8,0.0,g,1.5,l
CC,CC,weekend,4.0,8.0,0.0,g,2.0,l
